id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
1989,Kelly-Matthews,2023-07-09,840,5086922702525411,withdrawal,2720657013290228,2023-07-10,Eddie Gilbert,68,840,59.96,7366,bKIWVuLhMJ,2023-07,-59.96,credit,Gold,0.5
1990,Potter-Washington,2023-07-22,840,6241266768094059,payroll,2670831727889571,2023-07-23,Michelle Wagner,63,978,2176.62,7158,vrRJGtOChW,2023-07,2176.62,debit,Gold,0.5
1991,"Adkins, Vega and Reed",2023-12-29,840,3642453206543261,purchase,2272166746762125,2023-12-29,Amy Dunlap,65,504,9.96,5713,hZONIqqqYU,2023-12,-9.96,credit,Gold,0.5
1992,Brown-Graham,2024-08-19,840,3715243109156830,purchase,2702911467866914,2024-08-20,Evan Jones,36,124,318.14,9525,EqEEErpCOk,2024-08,-318.14,credit,Titanium,1.0
1993,Walker LLC,2023-07-11,840,1225264974787067,purchase,2222971997581723,2023-07-12,Jared George,55,840,105.51,8775,yeYNfJWKHE,2023-07,-105.51,credit,Gold,0.5
1994,Vasquez-Harrell,2024-01-23,840,4286307078101012,purchase,5116451046368150,2024-01-24,Mr. Brandon Gonzalez,55,978,832.22,8322,McOXbduLau,2024-01,-832.22,credit,Platinum,0.75
1995,Stevenson-Kim,2023-12-19,840,5694211874900449,payroll,2288771753556096,2023-12-21,Natalie Smith,59,504,4179.2,6585,yandiRngie,2023-12,4179.2,debit,Platinum,0.75
1996,Roberts and Sons,2025-04-28,840,7231492049930640,payroll,2235615951484656,2025-04-30,Edward Martinez,26,504,8157.0,7123,hNaaHHKXXK,2025-04,8157.0,debit,Titanium,1.0
1997,"Henry, Burns and Soto",2023-05-11,840,7043105503158878,payroll,2283597598096286,2023-05-11,Michael Wheeler,23,United States Virgin Islands,8950.5,7882,XSYEmDBpdL,2023-05,8950.5,debit,Titanium,1.0
1998,Bryant-Carpenter,2025-05-03,840,6751414835156095,payroll,5150641383670245,2025-05-04,Thomas Merritt,42,124,1131.84,8366,AbKFQKFGZu,2025-05,1131.84,debit,Titanium,1.0
1999,Cherry-Gibbs,2025-05-02,840,7021538611511162,purchase,2231780782357846,2025-05-02,Briana Wiggins,56,124,129.43,0445,QcCTiMzkNU,2025-05,-129.43,credit,Titanium,1.0
2000,"Miller, Bell and Porter",2024-01-02,840,5934106165047255,purchase,5110793226527824,2024-01-03,James Smith,48,Nigeria,114.74,1775,nLJXUYCkrZ,2024-01,-114.74,credit,Silver,
2001,Spencer-Moran,2024-09-17,840,3712207250845240,purchase,2419903849830225,2024-09-17,Gregory Thomas,21,504,53.27,9870,GQGtaFvTuW,2024-09,-53.27,credit,Titanium,1.0
2002,"Pierce, Smith and Gonzalez",2023-10-13,840,9692533601099931,purchase,5368685487099866,2023-10-15,Chase Knight,54,124,545.42,6597,jBHnNxcXDV,2023-10,-545.42,credit,Titanium,1.0
2003,Webb PLC,2023-06-01,840,0099812971922887,refund,5151306967212819,2023-06-03,Joshua Tran,55,Slovenia,62.02,5379,JXjhsUKktf,2023-06,-62.02,credit,Silver,
2004,Levine Group,2024-06-03,840,9492543450266427,purchase,2247173063908580,2024-06-03,Jason Green,37,Uruguay,113.78,8167,kmIzBvQAcz,2024-06,-113.78,credit,Platinum,0.75
2005,Watson-Villa,2024-05-13,840,6481105129272430,purchase,2230344144885019,2024-05-14,Gloria Ramsey,18,504,11.28,9573,VWYusgZauV,2024-05,-11.28,credit,Platinum,0.75
2006,"Caldwell, Ramos and Mccullough",2024-12-19,840,9836778107082408,payroll,2717177517016602,2024-12-20,April Davis,54,504,9665.0,7034,nNfhbNJXOS,2024-12,9665.0,debit,Titanium,1.0
2007,"Brown, Fuller and Barr",2024-06-04,840,1331579208236616,refund,2245841438424986,2024-06-06,Martin Vargas,47,978,967.6,5872,nvFGsWxYEO,2024-06,-967.6,credit,Titanium,1.0
2008,Fox and Sons,2023-09-03,840,2951266086961108,purchase,2228048281489329,2023-09-03,Christopher Ashley,19,840,1038.88,4104,fxdYDVWtLp,2023-09,-1038.88,credit,Gold,0.5
2009,Gray-Mills,2023-08-09,840,9276736086333995,purchase,2640460843256213,2023-08-09,Kelly Gregory,50,840,490.44,1611,vOxOyBfoPs,2023-08,-490.44,credit,Titanium,1.0
2010,"Hill, Alvarado and Kelly",2023-05-23,840,7605508005090830,withdrawal,2255655743132911,2023-05-25,Christopher Owens,60,124,228.94,0045,JtcPJLiiOE,2023-05,-228.94,credit,Platinum,0.75
2011,Sawyer-Duncan,2023-05-28,840,0980556441994124,purchase,2535647570512044,2023-05-28,Andrea Harrison,31,840,307.8,0649,YtNpvBPwVS,2023-05,-307.8,credit,Titanium,1.0
2012,"Holloway, Dougherty and Knapp",2025-03-03,840,5029990761918149,purchase,2278122362316658,2025-03-04,Jennifer Clark,67,978,1181.74,3638,nzsFiktxuX,2025-03,-1181.74,credit,Titanium,1.0
2013,"Johnson, Williams and Johnson",2024-10-13,840,9032177491176755,purchase,2617083351424491,2024-10-14,Michelle Morales,31,Egypt,1108.34,5398,brSUJWIZVA,2024-10,-1108.34,credit,Gold,0.5
2014,"Martin, Stewart and Turner",2024-05-30,840,4375315752295083,purchase,2414521117518689,2024-06-01,Caitlin Pierce,63,124,563.92,9617,dKLGCneFaL,2024-05,-563.92,credit,Titanium,1.0
2015,King-Green,2023-07-28,840,3674867567535153,purchase,2616688130384690,2023-07-28,Christopher Davis,43,Austria,772.24,6625,CohjwoAgiC,2023-07,-772.24,credit,Silver,
2016,"Mason, Foster and Townsend",2024-03-18,840,3927081207800378,purchase,2419903849830225,2024-03-19,Gregory Thomas,21,504,127.89,2957,YVOLtFrxcJ,2024-03,-127.89,credit,Titanium,1.0
2017,"Elliott, Wagner and Bowers",2023-06-26,840,3208234160990975,purchase,2238637940265423,2023-06-26,Phillip Garcia,22,504,217.48,1733,fWvXFgBcrl,2023-06,-217.48,credit,Titanium,1.0
2018,Baker LLC,2024-03-03,840,1661907644490439,purchase,2720878015739935,2024-03-05,Melanie Flores,49,124,57.62,7165,cqqXgxlBqs,2024-03,-57.62,credit,Gold,0.5
2019,"Keller, Singh and Thomas",2024-02-02,840,1622277261054026,purchase,2480038457620552,2024-02-04,Eric Ferrell,24,978,178.01,6945,qfQRKZhoUD,2024-02,-178.01,credit,Platinum,0.75
2020,King PLC,2024-07-17,840,6559218956886499,purchase,2279051518644920,2024-07-19,Kevin Thomas,50,840,711.86,7620,MmZJZmCpMz,2024-07,-711.86,credit,Gold,0.5
2021,"Martinez, Bell and Campbell",2024-04-13,840,4539180238487614,purchase,2272427607414648,2024-04-15,Stephanie Smith,30,Chile,281.05,5556,fJmjBUjfnI,2024-04,-281.05,credit,Platinum,0.75
2022,Roy LLC,2023-11-25,840,7360908575379476,top up,2245841438424986,2023-11-27,Martin Vargas,47,978,1804.01,5109,QwriOxXjEv,2023-11,1804.01,debit,Titanium,1.0
2023,Morales-Weaver,2023-05-16,840,4290024927852346,purchase,2227717565512565,2023-05-18,Donna Landry,37,840,113.96,0848,lSaCkEejzm,2023-05,-113.96,credit,Titanium,1.0
2024,Johnson-Beck,2023-10-17,840,1216760896010665,top up,5368622783769389,2023-10-17,Nancy Sanchez,40,504,1252.66,9378,gUYpjAEkCp,2023-10,1252.66,debit,Gold,0.5
2025,Johns and Sons,2023-11-16,840,4256582938540445,refund,2535647570512044,2023-11-17,Andrea Harrison,31,840,811.94,7767,sBNvGYGhLO,2023-11,-811.94,credit,Titanium,1.0
2026,Farmer-Medina,2025-02-24,840,3834669081449860,purchase,5368733950047978,2025-02-26,Adam Rodriguez,59,504,1046.1,7749,RjKsrMNmYe,2025-02,-1046.1,credit,Titanium,1.0
2027,Burns-Walsh,2023-10-14,840,3283153070791904,purchase,2720023557702724,2023-10-15,Stephanie Herrera,60,840,396.03,7266,GqTMaRvozP,2023-10,-396.03,credit,Gold,0.5
2028,Lucas-Clark,2024-04-03,840,0150833451298294,payroll,2230940777809737,2024-04-04,Matthew Chavez,23,504,7021.9,8302,zhTTXngECM,2024-04,7021.9,debit,Titanium,1.0
2029,Sanchez-Williams,2023-05-22,840,3788147425074382,purchase,5389490580778796,2023-05-22,Jennifer Yu,26,978,388.9,3883,mmgPuYQUgG,2023-05,-388.9,credit,Platinum,0.75
2030,Sanders LLC,2023-05-23,840,0078677550053576,payroll,5385188888067060,2023-05-25,Mrs. Alexis Kramer,56,124,4692.0,8023,BiIdhMoGHS,2023-05,4692.0,debit,Platinum,0.75
2031,"Newman, Diaz and Lee",2024-12-03,840,7336142474151632,withdrawal,2243441969315729,2024-12-03,Steven Warner PhD,68,978,74.67,1543,KEIgxFpqZf,2024-12,-74.67,credit,Titanium,1.0
2032,Riley-Miller,2025-03-09,840,4824364851782757,purchase,5368685487099866,2025-03-10,Chase Knight,54,124,52.64,6608,AlpTywdszc,2025-03,-52.64,credit,Titanium,1.0
2033,Durham-Delgado,2023-08-28,840,4601741964000925,purchase,2591769367632016,2023-08-29,Colleen Brock,52,124,523.36,2478,OMijvgOYJS,2023-08,-523.36,credit,Titanium,1.0
2034,Nixon-Garcia,2023-09-01,840,9627838777654023,purchase,2419838638406664,2023-09-01,Vanessa Edwards,67,124,1063.28,3506,iedHsceuEN,2023-09,-1063.28,credit,Platinum,0.75
2035,"Crawford, Pearson and Foster",2025-04-01,840,5137402826565293,payroll,5133230982150643,2025-04-01,Lisa Wheeler,35,840,8799.0,9810,rlBwseBVZQ,2025-04,8799.0,debit,Titanium,1.0
2036,"Beltran, Miller and Ramirez",2024-06-22,840,2754540349893975,top up,2280836816821403,2024-06-23,Darrell Duke,42,Austria,23.36,3903,NaMjbdvYVQ,2024-06,23.36,debit,Gold,0.5
2037,Sanders Inc,2024-03-09,840,4220947054476583,purchase,2718250714611258,2024-03-09,Jesse Clark,52,124,656.76,7024,FsGuPCNHTI,2024-03,-656.76,credit,Gold,0.5
2038,"Jensen, Brown and Jackson",2025-02-23,840,1876927043885287,top up,2713852580010617,2025-02-25,Melissa Bell,61,124,92.64,3815,ljMYnliKDQ,2025-02,92.64,debit,Gold,0.5
2039,Maynard LLC,2024-10-19,840,4430299738544240,payroll,2297294667116849,2024-10-21,Sherry Gibson,50,978,2401.87,4014,vwELOxUmDP,2024-10,2401.87,debit,Platinum,0.75
2040,Davidson PLC,2023-12-23,840,4688698908763427,purchase,2264300910939116,2023-12-24,Larry Bennett,55,504,567.84,8645,MrDIddEOKl,2023-12,-567.84,credit,Gold,0.5
2041,Molina-Robinson,2024-12-03,840,1578737815616217,purchase,2711191485646791,2024-12-04,Amanda Hill,31,840,455.03,6983,EwxOPxPbrv,2024-12,-455.03,credit,Titanium,1.0
2042,Fernandez LLC,2024-07-06,840,8731403191666162,purchase,5210016761847236,2024-07-06,Lorraine Turner,59,504,954.26,0077,cNLdUmhCYj,2024-07,-954.26,credit,Titanium,1.0
2043,"Koch, Leon and Cannon",2023-07-23,840,9889676218224792,purchase,2246392649578235,2023-07-25,Lauren Sutton,35,840,90.44,9804,mnphZWxRAL,2023-07,-90.44,credit,Titanium,1.0
2044,Smith-Williams,2024-04-01,840,7071671489579257,purchase,2717177517016602,2024-04-02,April Davis,54,504,725.64,4601,NRmnulaBkl,2024-04,-725.64,credit,Titanium,1.0
2045,Brown-Bradley,2025-01-28,840,5298009341373454,purchase,2414521117518689,2025-01-28,Caitlin Pierce,63,124,656.25,1642,Wyzoohygsd,2025-01,-656.25,credit,Titanium,1.0
2046,"Ashley, Lee and Smith",2025-04-12,840,1558221819517190,top up,2230469901398375,2025-04-13,Terry Turner,29,840,782.16,7171,MYLsuDVqcv,2025-04,782.16,debit,Titanium,1.0
2047,Munoz Ltd,2024-12-23,840,7693131645383364,purchase,2331165667010653,2024-12-24,Ashley Lee,67,504,288.04,9508,eMTaaWvAXC,2024-12,-288.04,credit,Titanium,1.0
2048,Little and Sons,2025-01-19,840,5332101254675914,purchase,2437416724342669,2025-01-19,William Mendoza,24,124,945.22,6359,xfEZBpxlqh,2025-01,-945.22,credit,Titanium,1.0
2049,"Landry, Hernandez and Lopez",2023-11-13,840,9770317056825832,payroll,5116451046368150,2023-11-15,Mr. Brandon Gonzalez,55,978,2789.4,8671,dzAuVBbksL,2023-11,2789.4,debit,Platinum,0.75
2050,Diaz Group,2023-09-18,840,4563679883686364,purchase,2703391878519106,2023-09-18,Stephanie Harris,40,124,1144.94,7741,QtLcxEfFvm,2023-09,-1144.94,credit,Titanium,1.0
2051,"Wilson, Cabrera and Spencer",2025-01-26,840,0632673920604294,purchase,5527997526158787,2025-01-27,Susan Middleton,37,Nepal,2.59,3171,uhfeqkUqhk,2025-01,-2.59,credit,Platinum,0.75
2052,"Shaffer, Collins and Diaz",2023-12-24,840,1924743506978209,purchase,5528200557784871,2023-12-24,Travis Ryan,29,978,1097.96,4673,eRnCeVETqf,2023-12,-1097.96,credit,Titanium,1.0
2053,Fleming Group,2024-07-29,840,2112038299839901,withdrawal,2316928451154477,2024-07-31,Jessica Norris,66,840,1157.06,9545,PdIwEVamqa,2024-07,-1157.06,credit,Gold,0.5
2054,Banks Inc,2025-04-03,840,9547616806803040,withdrawal,2238637940265423,2025-04-05,Phillip Garcia,22,504,36.38,7617,bygnPchgRi,2025-04,-36.38,credit,Titanium,1.0
2055,Patel Inc,2024-04-26,840,6801314336057432,purchase,2295610143888994,2024-04-28,James Ford,56,840,1248.93,8172,bpuELywBqa,2024-04,-1248.93,credit,Titanium,1.0
2056,Hudson Ltd,2023-06-03,840,4959929179196909,refund,2570348247710931,2023-06-03,Emily Smith,56,978,287.48,5426,UdTCJjsehA,2023-06,-287.48,credit,Titanium,1.0
2057,Newman LLC,2023-11-04,840,7659205948360901,purchase,2253424114754668,2023-11-05,Theodore Rice,33,Brunei Darussalam,74.5,2116,GqzdoHZMZw,2023-11,-74.5,credit,Gold,0.5
2058,"Miles, Austin and Young",2023-07-25,840,1536096439453497,purchase,2720878015739935,2023-07-25,Melanie Flores,49,124,457.26,6652,eWFsBqumWo,2023-07,-457.26,credit,Gold,0.5
2059,Goodwin-Nelson,2023-07-26,840,0153530532562488,purchase,2591769367632016,2023-07-26,Colleen Brock,52,124,53.24,5060,XuPsggSnEP,2023-07,-53.24,credit,Titanium,1.0
2060,May LLC,2023-07-30,840,4970464855516932,withdrawal,2329127990881170,2023-08-01,Stephanie Ryan,45,978,1046.98,6310,FIMRcOEIBK,2023-07,-1046.98,credit,Titanium,1.0
2061,"Curry, Chavez and Bennett",2025-02-18,840,4119353910389166,purchase,2707234309805007,2025-02-19,Kathryn Farrell,46,840,381.68,1883,argSRuOrOs,2025-02,-381.68,credit,Titanium,1.0
2062,Monroe-Allen,2024-05-24,840,2185868043942900,purchase,2708081770388602,2024-05-24,Kelli Mccoy,29,504,752.18,4359,EpBWMEcgQB,2024-05,-752.18,credit,Titanium,1.0
2063,Hawkins-Horton,2024-09-04,840,5857839803703773,purchase,2652531750409378,2024-09-06,Thomas Wilson,50,Greece,181.98,4095,kKbuUYQwcM,2024-09,-181.98,credit,Platinum,0.75
2064,Dorsey-Hernandez,2024-02-06,840,8869485307487813,top up,2511116152809887,2024-02-06,Bryan Gomez,46,124,713.39,1847,UjyzGdznVM,2024-02,713.39,debit,Platinum,0.75
2065,"Snow, Roberts and Simmons",2024-08-23,840,1405018136170004,payroll,2287871331509830,2024-08-25,Adrienne Zimmerman,61,840,3244.1,8632,rcZSUUOYyl,2024-08,3244.1,debit,Titanium,1.0
2066,Hunt-Mcclain,2024-12-05,840,2348109452553962,purchase,5542415415206436,2024-12-06,Brandon Davis,45,840,86.45,9088,VVPdzGZmfW,2024-12,-86.45,credit,Titanium,1.0
2067,Choi Inc,2023-08-14,840,4412987010932152,payroll,2237129387005166,2023-08-15,Karen Perez,68,978,6589.3,7959,lCvAxiSTbI,2023-08,6589.3,debit,Titanium,1.0
2068,Jimenez-Reed,2024-03-09,840,1114832409652612,payroll,2570348247710931,2024-03-10,Emily Smith,56,978,6197.2,8147,pBVDVXmSze,2024-03,6197.2,debit,Titanium,1.0
2069,Crawford Ltd,2023-12-13,840,8100112330167965,payroll,2299154522675280,2023-12-15,Tanya Buchanan,26,504,2629.0,7323,uPFoSFqlYg,2023-12,2629.0,debit,Platinum,0.75
2070,Thomas-Williams,2024-08-31,840,3238368414344622,purchase,2262094207937410,2024-09-02,Jordan Jones,58,Russian Federation,1203.77,5925,oPZaXKxwSV,2024-08,-1203.77,credit,Gold,0.5
2071,Woodward-Glover,2023-07-27,840,9053890595094281,purchase,2707799364273796,2023-07-28,Chase Meyer,19,Niue,276.3,1292,fpuggQOepP,2023-07,-276.3,credit,Platinum,0.75
2072,Rodriguez Group,2023-10-19,840,5772108727410591,purchase,2266963259532780,2023-10-20,Shawn Jimenez,50,840,881.73,5350,lqzKrHXsTU,2023-10,-881.73,credit,Platinum,0.75
2073,"Johnston, Clark and Guerra",2024-12-27,840,5551849552964352,purchase,5423222320873852,2024-12-28,Shannon Wells,40,Wallis and Futuna,1045.16,1370,HwJCHnENkh,2024-12,-1045.16,credit,Platinum,0.75
2074,Coleman Ltd,2023-11-01,840,8424872980202917,withdrawal,2272166746762125,2023-11-01,Amy Dunlap,65,504,172.64,8226,PdHaNZMnCe,2023-11,-172.64,credit,Gold,0.5
2075,"Brock, Stephens and Davis",2024-04-14,840,4204578131456253,purchase,2281931784498836,2024-04-14,Christina Little,42,Pakistan,215.0,3704,KrzktxutbC,2024-04,-215.0,credit,Gold,0.5
2076,Khan-Smith,2025-03-06,840,1300113146442143,payroll,2591769367632016,2025-03-06,Colleen Brock,52,124,7924.5,8513,nUgoPIWccr,2025-03,7924.5,debit,Titanium,1.0
2077,"Johnson, Peters and White",2023-08-15,840,5592277026049769,payroll,2286420873753009,2023-08-17,Susan Conley,22,840,1411.39,3850,ZiUIrFELJW,2023-08,1411.39,debit,Titanium,1.0
2078,Ingram-James,2023-06-05,840,2569641135076499,purchase,2226875371564153,2023-06-07,Renee Young,48,Samoa,55.19,6706,nWofgKYeTB,2023-06,-55.19,credit,Platinum,0.75
2079,Duarte PLC,2024-11-02,840,6339680071194750,purchase,2290607159696647,2024-11-04,Alex Nguyen,38,840,85.94,5530,MpFnUhmqRd,2024-11,-85.94,credit,Titanium,1.0
2080,Vasquez-Jones,2023-11-05,840,2011270422593323,purchase,2232806346157171,2023-11-06,Brenda Lee,31,504,1092.34,7037,KOPnbAgZIL,2023-11,-1092.34,credit,Platinum,0.75
2081,Kemp LLC,2023-08-25,840,3161669744697071,purchase,2577014363495789,2023-08-26,Jessica Reese,66,504,419.92,5820,EjZgzlrCSt,2023-08,-419.92,credit,Gold,0.5
2082,Reynolds-Nelson,2023-08-17,840,1115787239037155,top up,2270110248193464,2023-08-19,Mark Hamilton,67,504,437.58,7325,YudXBviKQM,2023-08,437.58,debit,Platinum,0.75
2083,Edwards Ltd,2025-02-26,840,6423624588469371,withdrawal,5153679120720953,2025-02-26,Robert Booker,51,Angola,60.03,5081,KMWZYAIZVq,2025-02,-60.03,credit,Gold,0.5
2084,Leblanc-Wade,2023-07-15,840,5080571178444002,payroll,2255657817442051,2023-07-17,Timothy Fields,47,United Kingdom,2738.1,6740,KYldhUzPFZ,2023-07,2738.1,debit,Platinum,0.75
2085,"Doyle, Frazier and Johnson",2024-01-11,840,2443793666044867,payroll,2269329668516128,2024-01-13,Mrs. Taylor Smith,45,840,3624.1,0134,OftcwVOIdy,2024-01,3624.1,debit,Titanium,1.0
2086,Smith-Jones,2024-09-11,840,6182773477496784,withdrawal,2720135775949299,2024-09-13,Rhonda Benjamin,49,978,868.42,4465,tHqadacscb,2024-09,-868.42,credit,Titanium,1.0
2087,"Gutierrez, Sweeney and King",2023-12-24,840,3188156754135455,payroll,2347436713695942,2023-12-25,Elizabeth Spence DDS,33,124,8407.0,9494,sUIZCwkxAb,2023-12,8407.0,debit,Titanium,1.0
2088,"Carpenter, Thomas and Campbell",2023-12-16,840,7907704553001731,purchase,2253866322702675,2023-12-17,Steven Mccoy,58,840,536.21,6257,BdfmHcSEMv,2023-12,-536.21,credit,Gold,0.5
2089,Davis PLC,2024-12-04,840,7259212985672405,payroll,2293745499045302,2024-12-04,Julie Moore,28,840,1173.6,1216,wlRQxdJRhx,2024-12,1173.6,debit,Gold,0.5
2090,Guzman-Parker,2024-07-23,840,5177485652642437,payroll,2229975585566593,2024-07-25,Joshua Brooks,58,978,2270.78,1507,zaTEtLAOGC,2024-07,2270.78,debit,Titanium,1.0
2091,Gates-Arellano,2025-01-24,840,2022041064960726,purchase,2422698485833393,2025-01-26,Melissa Morse,43,978,844.09,6310,SoXkSphLDz,2025-01,-844.09,credit,Titanium,1.0
2092,Martin LLC,2024-05-11,840,4876096737250093,purchase,2277608495880397,2024-05-11,Rebecca Barron,30,124,1167.74,6168,qsryLAsxWP,2024-05,-1167.74,credit,Titanium,1.0
2093,Mahoney-Larson,2023-12-13,840,6932050650696158,purchase,2692441832811371,2023-12-15,Denise Reese,25,Pitcairn Islands,515.3,2975,KfTrtHKtba,2023-12,-515.3,credit,Platinum,0.75
2094,"Collins, Morgan and Hodges",2024-07-30,840,2364941100208967,purchase,5217046226567668,2024-08-01,Victor Baxter,70,978,301.62,8463,YLjPVsJVZG,2024-07,-301.62,credit,Titanium,1.0
2095,"Smith, Rosario and Walton",2024-05-28,840,6232151751967929,payroll,2221812191361937,2024-05-29,Amanda Miller,41,978,7270.0,7676,cRIliSaTrF,2024-05,7270.0,debit,Titanium,1.0
2096,Bell PLC,2023-12-09,840,5314342207043107,purchase,2273714785969694,2023-12-11,Harold Ellis,26,504,790.35,1871,BiIKCtCBZD,2023-12,-790.35,credit,Titanium,1.0
2097,Benson-Ross,2024-04-10,840,4995893674286017,purchase,5544510762268381,2024-04-10,Mary Gomez,61,504,73.57,0919,hMmxkyqivK,2024-04,-73.57,credit,Titanium,1.0
2098,"Carr, Wilson and Graham",2024-10-02,840,8738801113052923,purchase,5381298266570272,2024-10-04,Michelle Harris,41,840,649.04,9708,YwAWCuKhbO,2024-10,-649.04,credit,Titanium,1.0
2099,"Graham, Hartman and Hogan",2024-02-26,840,3775044806324489,purchase,2232697311219652,2024-02-26,Emily Taylor,58,840,298.83,9670,QtrYCEEhrc,2024-02,-298.83,credit,Titanium,1.0
2100,Singleton-Mcdonald,2024-02-11,840,4126165542793399,purchase,5540415747338487,2024-02-12,Breanna Gilbert,67,124,1051.04,0250,SfxxsqNscO,2024-02,-1051.04,credit,Gold,0.5
2101,"Holt, Humphrey and Flores",2025-02-14,840,6169047610296544,withdrawal,2288842474517129,2025-02-14,Courtney Rhodes,54,504,368.1,5256,OnFqrVJrwv,2025-02,-368.1,credit,Gold,0.5
2102,Mckinney-Pena,2024-11-29,840,3770296705035623,purchase,2227909738468953,2024-11-29,Andrew Webb,21,504,515.48,6633,vSrlaTvbKv,2024-11,-515.48,credit,Titanium,1.0
2103,"Perkins, Nelson and Mays",2024-11-18,840,4560485119906563,top up,2230727728276953,2024-11-19,Shirley Jimenez,70,Yemen,10.62,2660,pABZNIbYOl,2024-11,10.62,debit,Silver,
2104,Graham-Golden,2025-01-04,840,7911178512592729,purchase,2605929622292709,2025-01-06,Michael Young,59,504,4.86,4829,ZsmSxcdEMz,2025-01,-4.86,credit,Platinum,0.75
2105,Reynolds and Sons,2025-01-22,840,2292538418757617,purchase,2253866322702675,2025-01-23,Steven Mccoy,58,840,896.4,7778,qirFgAsKeL,2025-01,-896.4,credit,Gold,0.5
2106,Lee-Becker,2023-08-05,840,2458836607983340,payroll,5505664742312202,2023-08-06,Lisa Adams,20,978,4194.0,9507,cLtoqllbHi,2023-08,4194.0,debit,Platinum,0.75
2107,Simmons-Alvarez,2023-07-07,840,8361592668668080,purchase,2424599281615810,2023-07-07,Kim Morales,23,124,558.7,0798,jndEQcbHem,2023-07,-558.7,credit,Titanium,1.0
2108,"Parker, Mclaughlin and Smith",2023-10-25,840,3000227509360470,payroll,2702710910430066,2023-10-26,Lori Mason,48,124,6101.0,9822,zzkkMYRxjh,2023-10,6101.0,debit,Titanium,1.0
2109,"Smith, Horton and Chambers",2023-07-25,840,3714213747279392,withdrawal,2252579913662106,2023-07-25,Scott Gordon,18,978,213.42,5991,hPSlKtAqcp,2023-07,-213.42,credit,Gold,0.5
2110,Daniels PLC,2023-07-02,840,9542762933698324,purchase,5327975736609650,2023-07-03,Todd Armstrong,48,504,887.64,7914,BwLwgfPjbZ,2023-07,-887.64,credit,Platinum,0.75
2111,Hart Ltd,2023-10-04,840,9598161809809880,refund,5133230982150643,2023-10-04,Lisa Wheeler,35,840,67.9,0596,BRBPLqjnKs,2023-10,-67.9,credit,Titanium,1.0
2112,Grant and Sons,2025-02-11,840,6272445227594267,payroll,2234601367303715,2025-02-11,Vickie Kennedy,27,124,1790.3,9128,tghFodMIvb,2025-02,1790.3,debit,Gold,0.5
2113,"Soto, Nguyen and Moss",2024-09-09,840,2221553250169932,purchase,2298516048175493,2024-09-11,Mark Watson,57,978,2.21,0277,YiRYfDKnez,2024-09,-2.21,credit,Titanium,1.0
2114,Williams-Skinner,2023-09-11,840,1165160862495133,purchase,2513247546913735,2023-09-12,Jennifer Washington,56,840,320.45,5326,CNMjrPOtRX,2023-09,-320.45,credit,Titanium,1.0
2115,"Sanchez, Owens and Foster",2024-11-06,840,5752966471181320,withdrawal,2520506149731039,2024-11-08,Edgar Miller,43,978,174.96,8779,pUGQHKrMfZ,2024-11,-174.96,credit,Gold,0.5
2116,"Ponce, Ramos and Hunter",2023-09-21,840,9184655063698516,purchase,2626137506068535,2023-09-23,Brad Walker,44,978,477.77,7478,yNfdsbCyTY,2023-09,-477.77,credit,Titanium,1.0
2117,"Bennett, Oliver and Bauer",2023-09-16,840,5999196697602236,purchase,2222971997581723,2023-09-17,Jared George,55,840,556.26,5241,VuFoeQGdjb,2023-09,-556.26,credit,Gold,0.5
2118,Baker Ltd,2023-12-18,840,1437043424916263,purchase,2270392614293967,2023-12-20,Kimberly Reyes,20,124,475.74,0719,eiMXZrpYSp,2023-12,-475.74,credit,Platinum,0.75
2119,Mcneil and Sons,2024-04-29,840,4222124219738190,withdrawal,5158300335421684,2024-04-30,Carol Colon,37,840,292.62,6578,gsNzoZwubf,2024-04,-292.62,credit,Gold,0.5
2120,Brown-Williams,2023-10-28,840,7510295838508332,purchase,2713531101584561,2023-10-28,Danny Hutchinson,34,Suriname,298.26,1749,mfCxAbZFoa,2023-10,-298.26,credit,Gold,0.5
2121,Thornton Ltd,2023-10-01,840,3513563431719163,purchase,5231051834738299,2023-10-02,Dana Kennedy,48,840,2.11,7373,pMEZOQcfag,2023-10,-2.11,credit,Platinum,0.75
2122,"Watkins, House and Brown",2025-02-26,840,1543382541768922,purchase,2269262189224007,2025-02-27,Daniel James,30,Faroe Islands,381.08,5143,vIUcrEfeJT,2025-02,-381.08,credit,Gold,0.5
2123,Mcknight Inc,2025-03-03,840,5802845718691981,purchase,2221533645257774,2025-03-03,Eric Arnold,33,978,2.35,4501,uVpeThKuNO,2025-03,-2.35,credit,Titanium,1.0
2124,Rivas and Sons,2024-03-21,840,9931453651338613,purchase,2720867980793597,2024-03-22,Chris Brown,33,978,351.08,7693,ZSrYWFFMBA,2024-03,-351.08,credit,Gold,0.5
2125,Scott-Shaw,2023-06-18,840,1616054337073671,purchase,2414521117518689,2023-06-19,Caitlin Pierce,63,124,95.28,5625,EwarkltzqW,2023-06,-95.28,credit,Titanium,1.0
2126,Garza-Baker,2023-06-24,840,0695312178940697,purchase,5299451016224994,2023-06-25,Kristina Burch,63,840,1194.38,8617,vqgVHkFXFg,2023-06,-1194.38,credit,Platinum,0.75
